country,geo,year,month,keyword,trend_score
Netherlands,NL,2019,3,EV charging,0.0
Netherlands,NL,2019,3,Tesla,40.6
Netherlands,NL,2019,3,electric car,1.0
Netherlands,NL,2019,3,electric vehicle,0.0
Netherlands,NL,2019,4,BYD,0.0
Netherlands,NL,2019,4,EV charging,0.0
Netherlands,NL,2019,4,Tesla,39.75
Netherlands,NL,2019,4,electric car,1.0
Netherlands,NL,2019,4,electric vehicle,37.75
Netherlands,NL,2019,5,BYD,0.0
Netherlands,NL,2019,5,EV charging,0.0
Netherlands,NL,2019,5,Tesla,39.5
Netherlands,NL,2019,5,electric car,1.0
Netherlands,NL,2019,5,electric vehicle,18.0
Netherlands,NL,2019,6,BYD,0.0
Netherlands,NL,2019,6,EV charging,0.0
Netherlands,NL,2019,6,Tesla,38.2
Netherlands,NL,2019,6,electric car,1.0
Netherlands,NL,2019,6,electric vehicle,20.0
Netherlands,NL,2019,7,BYD,0.0
Netherlands,NL,2019,7,EV charging,0.0
Netherlands,NL,2019,7,Tesla,40.5
Netherlands,NL,2019,7,electric car,1.0
Netherlands,NL,2019,7,electric vehicle,0.0
Netherlands,NL,2019,8,BYD,0.0
Netherlands,NL,2019,8,EV charging,0.0
Netherlands,NL,2019,8,Tesla,40.25
Netherlands,NL,2019,8,electric car,1.0
Netherlands,NL,2019,8,electric vehicle,0.0
Netherlands,NL,2019,9,BYD,0.0
Netherlands,NL,2019,9,EV charging,14.8
Netherlands,NL,2019,9,Tesla,47.2
Netherlands,NL,2019,9,electric car,1.0
Netherlands,NL,2019,9,electric vehicle,0.0
Netherlands,NL,2019,10,BYD,0.0
Netherlands,NL,2019,10,EV charging,0.0
Netherlands,NL,2019,10,Tesla,45.25
Netherlands,NL,2019,10,electric car,1.0
Netherlands,NL,2019,10,electric vehicle,0.0
Netherlands,NL,2019,11,BYD,0.0
Netherlands,NL,2019,11,EV charging,0.0
Netherlands,NL,2019,11,Tesla,71.75
Netherlands,NL,2019,11,electric car,1.0
Netherlands,NL,2019,11,electric vehicle,19.75
Netherlands,NL,2019,12,BYD,0.17
Netherlands,NL,2019,12,EV charging,11.5
Netherlands,NL,2019,12,Tesla,62.5
Netherlands,NL,2019,12,electric car,1.5
Netherlands,NL,2019,12,electric vehicle,0.0
Netherlands,NL,2020,1,BYD,0.25
Netherlands,NL,2020,1,EV charging,52.75
Netherlands,NL,2020,1,Tesla,66.25
Netherlands,NL,2020,1,electric car,1.75
Netherlands,NL,2020,1,electric vehicle,34.75
Netherlands,NL,2020,2,BYD,0.0
Netherlands,NL,2020,2,EV charging,16.0
Netherlands,NL,2020,2,Tesla,72.25
Netherlands,NL,2020,2,electric car,1.25
Netherlands,NL,2020,2,electric vehicle,16.75
Netherlands,NL,2020,3,BYD,0.4
Netherlands,NL,2020,3,EV charging,0.0
Netherlands,NL,2020,3,Tesla,43.8
Netherlands,NL,2020,3,electric car,1.2
Netherlands,NL,2020,3,electric vehicle,13.2
Netherlands,NL,2020,4,BYD,0.0
Netherlands,NL,2020,4,EV charging,15.75
Netherlands,NL,2020,4,Tesla,38.25
Netherlands,NL,2020,4,electric car,0.75
Netherlands,NL,2020,4,electric vehicle,0.0
Netherlands,NL,2020,5,BYD,0.4
Netherlands,NL,2020,5,EV charging,11.4
Netherlands,NL,2020,5,Tesla,41.6
Netherlands,NL,2020,5,electric car,1.0
Netherlands,NL,2020,5,electric vehicle,0.0
Netherlands,NL,2020,6,BYD,0.0
Netherlands,NL,2020,6,EV charging,14.75
Netherlands,NL,2020,6,Tesla,45.5
Netherlands,NL,2020,6,electric car,1.25
Netherlands,NL,2020,6,electric vehicle,37.25
Netherlands,NL,2020,7,BYD,0.25
Netherlands,NL,2020,7,EV charging,17.0
Netherlands,NL,2020,7,Tesla,64.25
Netherlands,NL,2020,7,electric car,1.0
Netherlands,NL,2020,7,electric vehicle,25.0
Netherlands,NL,2020,8,BYD,0.0
Netherlands,NL,2020,8,EV charging,12.0
Netherlands,NL,2020,8,Tesla,62.2
Netherlands,NL,2020,8,electric car,1.0
Netherlands,NL,2020,8,electric vehicle,14.0
Netherlands,NL,2020,9,BYD,1.0
Netherlands,NL,2020,9,EV charging,51.75
Netherlands,NL,2020,9,Tesla,72.5
Netherlands,NL,2020,9,electric car,1.25
Netherlands,NL,2020,9,electric vehicle,24.0
Netherlands,NL,2020,10,BYD,0.5
Netherlands,NL,2020,10,EV charging,0.0
Netherlands,NL,2020,10,Tesla,50.0
Netherlands,NL,2020,10,electric car,1.0
Netherlands,NL,2020,10,electric vehicle,0.0
Netherlands,NL,2020,11,BYD,1.2
Netherlands,NL,2020,11,EV charging,15.8
Netherlands,NL,2020,11,Tesla,49.0
Netherlands,NL,2020,11,electric car,1.0
Netherlands,NL,2020,11,electric vehicle,14.2
Netherlands,NL,2020,12,BYD,1.0
Netherlands,NL,2020,12,EV charging,0.0
Netherlands,NL,2020,12,Tesla,59.6
Netherlands,NL,2020,12,electric car,1.4
Netherlands,NL,2020,12,electric vehicle,0.0
Netherlands,NL,2021,1,BYD,1.2
Netherlands,NL,2021,1,EV charging,30.0
Netherlands,NL,2021,1,Tesla,86.2
Netherlands,NL,2021,1,electric car,2.0
Netherlands,NL,2021,1,electric vehicle,18.2
Netherlands,NL,2021,2,BYD,1.5
Netherlands,NL,2021,2,EV charging,29.75
Netherlands,NL,2021,2,Tesla,83.25
Netherlands,NL,2021,2,electric car,2.0
Netherlands,NL,2021,2,electric vehicle,42.0
Netherlands,NL,2021,3,BYD,1.0
Netherlands,NL,2021,3,EV charging,12.75
Netherlands,NL,2021,3,Tesla,75.25
Netherlands,NL,2021,3,electric car,2.0
Netherlands,NL,2021,3,electric vehicle,28.0
Netherlands,NL,2021,4,BYD,1.0
Netherlands,NL,2021,4,EV charging,0.0
Netherlands,NL,2021,4,Tesla,68.25
Netherlands,NL,2021,4,electric car,2.0
Netherlands,NL,2021,4,electric vehicle,29.5
Netherlands,NL,2021,5,BYD,1.0
Netherlands,NL,2021,5,EV charging,9.4
Netherlands,NL,2021,5,Tesla,69.2
Netherlands,NL,2021,5,electric car,2.0
Netherlands,NL,2021,5,electric vehicle,10.0
Netherlands,NL,2021,6,BYD,1.0
Netherlands,NL,2021,6,EV charging,17.25
Netherlands,NL,2021,6,Tesla,59.75
Netherlands,NL,2021,6,electric car,2.0
Netherlands,NL,2021,6,electric vehicle,0.0
Netherlands,NL,2021,7,BYD,1.0
Netherlands,NL,2021,7,EV charging,55.75
Netherlands,NL,2021,7,Tesla,62.75
Netherlands,NL,2021,7,electric car,2.0
Netherlands,NL,2021,7,electric vehicle,0.0
Netherlands,NL,2021,8,BYD,1.0
Netherlands,NL,2021,8,EV charging,0.0
Netherlands,NL,2021,8,Tesla,62.4
Netherlands,NL,2021,8,electric car,1.8
Netherlands,NL,2021,8,electric vehicle,11.4
Netherlands,NL,2021,9,BYD,1.0
Netherlands,NL,2021,9,EV charging,14.5
Netherlands,NL,2021,9,Tesla,60.75
Netherlands,NL,2021,9,electric car,2.25
Netherlands,NL,2021,9,electric vehicle,28.5
Netherlands,NL,2021,10,BYD,1.0
Netherlands,NL,2021,10,EV charging,38.2
Netherlands,NL,2021,10,Tesla,71.8
Netherlands,NL,2021,10,electric car,2.2
Netherlands,NL,2021,10,electric vehicle,26.0
Netherlands,NL,2021,11,BYD,1.0
Netherlands,NL,2021,11,EV charging,27.5
Netherlands,NL,2021,11,Tesla,70.0
Netherlands,NL,2021,11,electric car,2.0
Netherlands,NL,2021,11,electric vehicle,13.75
Netherlands,NL,2021,12,BYD,1.0
Netherlands,NL,2021,12,EV charging,34.2
Netherlands,NL,2021,12,Tesla,69.2
Netherlands,NL,2021,12,electric car,2.0
Netherlands,NL,2021,12,electric vehicle,0.0
Netherlands,NL,2022,1,BYD,1.2
Netherlands,NL,2022,1,EV charging,38.6
Netherlands,NL,2022,1,Tesla,75.8
Netherlands,NL,2022,1,electric car,2.8
Netherlands,NL,2022,1,electric vehicle,13.8
Netherlands,NL,2022,2,BYD,1.0
Netherlands,NL,2022,2,EV charging,41.5
Netherlands,NL,2022,2,Tesla,64.75
Netherlands,NL,2022,2,electric car,3.0
Netherlands,NL,2022,2,electric vehicle,35.75
Netherlands,NL,2022,3,BYD,1.0
Netherlands,NL,2022,3,EV charging,42.75
Netherlands,NL,2022,3,Tesla,67.5
Netherlands,NL,2022,3,electric car,3.5
Netherlands,NL,2022,3,electric vehicle,32.0
Netherlands,NL,2022,4,BYD,1.0
Netherlands,NL,2022,4,EV charging,46.25
Netherlands,NL,2022,4,Tesla,69.75
Netherlands,NL,2022,4,electric car,3.0
Netherlands,NL,2022,4,electric vehicle,22.0
Netherlands,NL,2022,5,BYD,1.0
Netherlands,NL,2022,5,EV charging,43.8
Netherlands,NL,2022,5,Tesla,68.0
Netherlands,NL,2022,5,electric car,2.8
Netherlands,NL,2022,5,electric vehicle,27.6
Netherlands,NL,2022,6,BYD,1.0
Netherlands,NL,2022,6,EV charging,41.5
Netherlands,NL,2022,6,Tesla,67.0
Netherlands,NL,2022,6,electric car,3.0
Netherlands,NL,2022,6,electric vehicle,26.75
Netherlands,NL,2022,7,BYD,2.6
Netherlands,NL,2022,7,EV charging,49.2
Netherlands,NL,2022,7,Tesla,65.0
Netherlands,NL,2022,7,electric car,3.0
Netherlands,NL,2022,7,electric vehicle,15.4
Netherlands,NL,2022,8,BYD,2.75
Netherlands,NL,2022,8,EV charging,50.0
Netherlands,NL,2022,8,Tesla,68.5
Netherlands,NL,2022,8,electric car,3.0
Netherlands,NL,2022,8,electric vehicle,16.0
Netherlands,NL,2022,9,BYD,2.25
Netherlands,NL,2022,9,EV charging,47.25
Netherlands,NL,2022,9,Tesla,60.5
Netherlands,NL,2022,9,electric car,2.5
Netherlands,NL,2022,9,electric vehicle,7.75
Netherlands,NL,2022,10,BYD,3.4
Netherlands,NL,2022,10,EV charging,45.8
Netherlands,NL,2022,10,Tesla,64.4
Netherlands,NL,2022,10,electric car,2.8
Netherlands,NL,2022,10,electric vehicle,28.0
Netherlands,NL,2022,11,BYD,3.0
Netherlands,NL,2022,11,EV charging,45.25
Netherlands,NL,2022,11,Tesla,63.5
Netherlands,NL,2022,11,electric car,2.5
Netherlands,NL,2022,11,electric vehicle,19.0
Netherlands,NL,2022,12,BYD,3.75
Netherlands,NL,2022,12,EV charging,44.5
Netherlands,NL,2022,12,Tesla,81.75
Netherlands,NL,2022,12,electric car,2.25
Netherlands,NL,2022,12,electric vehicle,25.0
Netherlands,NL,2023,1,BYD,16.4
Netherlands,NL,2023,1,EV charging,61.2
Netherlands,NL,2023,1,Tesla,97.0
Netherlands,NL,2023,1,electric car,3.0
Netherlands,NL,2023,1,electric vehicle,15.2
Netherlands,NL,2023,2,BYD,16.5
Netherlands,NL,2023,2,EV charging,60.75
Netherlands,NL,2023,2,Tesla,85.0
Netherlands,NL,2023,2,electric car,3.0
Netherlands,NL,2023,2,electric vehicle,0.0
Netherlands,NL,2023,3,BYD,4.25
Netherlands,NL,2023,3,EV charging,58.25
Netherlands,NL,2023,3,Tesla,74.5
Netherlands,NL,2023,3,electric car,2.5
Netherlands,NL,2023,3,electric vehicle,29.0
Netherlands,NL,2023,4,BYD,7.8
Netherlands,NL,2023,4,EV charging,65.8
Netherlands,NL,2023,4,Tesla,79.4
Netherlands,NL,2023,4,electric car,2.8
Netherlands,NL,2023,4,electric vehicle,35.6
Netherlands,NL,2023,5,BYD,6.75
Netherlands,NL,2023,5,EV charging,69.5
Netherlands,NL,2023,5,Tesla,73.75
Netherlands,NL,2023,5,electric car,2.75
Netherlands,NL,2023,5,electric vehicle,0.0
Netherlands,NL,2023,6,BYD,9.5
Netherlands,NL,2023,6,EV charging,58.0
Netherlands,NL,2023,6,Tesla,75.5
Netherlands,NL,2023,6,electric car,2.75
Netherlands,NL,2023,6,electric vehicle,19.0
Netherlands,NL,2023,7,BYD,5.8
Netherlands,NL,2023,7,EV charging,68.0
Netherlands,NL,2023,7,Tesla,84.4
Netherlands,NL,2023,7,electric car,3.0
Netherlands,NL,2023,7,electric vehicle,19.6
Netherlands,NL,2023,8,BYD,6.5
Netherlands,NL,2023,8,EV charging,69.0
Netherlands,NL,2023,8,Tesla,81.25
Netherlands,NL,2023,8,electric car,3.0
Netherlands,NL,2023,8,electric vehicle,12.25
Netherlands,NL,2023,9,BYD,12.75
Netherlands,NL,2023,9,EV charging,72.5
Netherlands,NL,2023,9,Tesla,83.25
Netherlands,NL,2023,9,electric car,3.25
Netherlands,NL,2023,9,electric vehicle,9.5
Netherlands,NL,2023,10,BYD,11.6
Netherlands,NL,2023,10,EV charging,76.4
Netherlands,NL,2023,10,Tesla,79.8
Netherlands,NL,2023,10,electric car,3.0
Netherlands,NL,2023,10,electric vehicle,53.4
Netherlands,NL,2023,11,BYD,6.25
Netherlands,NL,2023,11,EV charging,52.25
Netherlands,NL,2023,11,Tesla,80.0
Netherlands,NL,2023,11,electric car,3.0
Netherlands,NL,2023,11,electric vehicle,27.0
Netherlands,NL,2023,12,BYD,12.83
Netherlands,NL,2023,12,EV charging,57.5
Netherlands,NL,2023,12,Tesla,82.0
Netherlands,NL,2023,12,electric car,3.17
Netherlands,NL,2023,12,electric vehicle,8.0
Netherlands,NL,2024,1,BYD,10.5
Netherlands,NL,2024,1,EV charging,54.5
Netherlands,NL,2024,1,Tesla,72.0
Netherlands,NL,2024,1,electric car,2.75
Netherlands,NL,2024,1,electric vehicle,6.75
Netherlands,NL,2024,2,BYD,12.25
Netherlands,NL,2024,2,EV charging,59.0
Netherlands,NL,2024,2,Tesla,69.0
Netherlands,NL,2024,2,electric car,2.75
Netherlands,NL,2024,2,electric vehicle,17.25
Netherlands,NL,2024,3,BYD,10.6
Netherlands,NL,2024,3,EV charging,57.6
Netherlands,NL,2024,3,Tesla,72.8
Netherlands,NL,2024,3,electric car,2.8
Netherlands,NL,2024,3,electric vehicle,19.6
Netherlands,NL,2024,4,BYD,14.0
Netherlands,NL,2024,4,EV charging,62.0
Netherlands,NL,2024,4,Tesla,80.0
Netherlands,NL,2024,4,electric car,2.5
Netherlands,NL,2024,4,electric vehicle,16.0
Netherlands,NL,2024,5,BYD,12.25
Netherlands,NL,2024,5,EV charging,52.5
Netherlands,NL,2024,5,Tesla,64.75
Netherlands,NL,2024,5,electric car,2.25
Netherlands,NL,2024,5,electric vehicle,18.5
Netherlands,NL,2024,6,BYD,17.0
Netherlands,NL,2024,6,EV charging,42.0
Netherlands,NL,2024,6,Tesla,67.6
Netherlands,NL,2024,6,electric car,2.2
Netherlands,NL,2024,6,electric vehicle,20.2
Netherlands,NL,2024,7,BYD,9.75
Netherlands,NL,2024,7,EV charging,60.5
Netherlands,NL,2024,7,Tesla,71.0
Netherlands,NL,2024,7,electric car,2.5
Netherlands,NL,2024,7,electric vehicle,9.5
Netherlands,NL,2024,8,BYD,8.25
Netherlands,NL,2024,8,EV charging,63.75
Netherlands,NL,2024,8,Tesla,66.5
Netherlands,NL,2024,8,electric car,2.25
Netherlands,NL,2024,8,electric vehicle,18.0
Netherlands,NL,2024,9,BYD,10.6
Netherlands,NL,2024,9,EV charging,53.4
Netherlands,NL,2024,9,Tesla,65.2
Netherlands,NL,2024,9,electric car,2.6
Netherlands,NL,2024,9,electric vehicle,14.0
Netherlands,NL,2024,10,BYD,12.0
Netherlands,NL,2024,10,EV charging,41.75
Netherlands,NL,2024,10,Tesla,76.25
Netherlands,NL,2024,10,electric car,2.0
Netherlands,NL,2024,10,electric vehicle,25.0
Netherlands,NL,2024,11,BYD,9.75
Netherlands,NL,2024,11,EV charging,55.5
Netherlands,NL,2024,11,Tesla,83.25
Netherlands,NL,2024,11,electric car,2.0
Netherlands,NL,2024,11,electric vehicle,0.0
Netherlands,NL,2024,12,BYD,9.2
Netherlands,NL,2024,12,EV charging,45.0
Netherlands,NL,2024,12,Tesla,91.4
Netherlands,NL,2024,12,electric car,2.0
Netherlands,NL,2024,12,electric vehicle,28.8
Norway,NO,2018,12,BYD,0.0
Norway,NO,2018,12,EV charging,0.0
Norway,NO,2018,12,Tesla,38.0
Norway,NO,2018,12,electric car,1.0
Norway,NO,2018,12,electric vehicle,0.0
Norway,NO,2019,1,BYD,0.0
Norway,NO,2019,1,EV charging,0.0
Norway,NO,2019,1,Tesla,34.25
Norway,NO,2019,1,electric car,0.75
Norway,NO,2019,1,electric vehicle,0.0
Norway,NO,2019,2,BYD,0.0
Norway,NO,2019,2,EV charging,0.0
Norway,NO,2019,2,Tesla,38.25
Norway,NO,2019,2,electric car,1.0
Norway,NO,2019,2,electric vehicle,0.0
Norway,NO,2019,3,BYD,0.0
Norway,NO,2019,3,EV charging,0.0
Norway,NO,2019,3,Tesla,53.4
Norway,NO,2019,3,electric car,1.0
Norway,NO,2019,3,electric vehicle,0.0
Norway,NO,2019,4,BYD,0.0
Norway,NO,2019,4,EV charging,0.0
Norway,NO,2019,4,Tesla,43.75
Norway,NO,2019,4,electric car,1.0
Norway,NO,2019,4,electric vehicle,0.0
Norway,NO,2019,5,BYD,0.0
Norway,NO,2019,5,EV charging,0.0
Norway,NO,2019,5,Tesla,38.0
Norway,NO,2019,5,electric car,1.0
Norway,NO,2019,5,electric vehicle,0.0
Norway,NO,2019,6,BYD,0.0
Norway,NO,2019,6,EV charging,20.0
Norway,NO,2019,6,Tesla,42.0
Norway,NO,2019,6,electric car,1.0
Norway,NO,2019,6,electric vehicle,0.0
Norway,NO,2019,7,BYD,0.25
Norway,NO,2019,7,EV charging,0.0
Norway,NO,2019,7,Tesla,42.75
Norway,NO,2019,7,electric car,1.0
Norway,NO,2019,7,electric vehicle,0.0
Norway,NO,2019,8,BYD,0.0
Norway,NO,2019,8,EV charging,0.0
Norway,NO,2019,8,Tesla,36.0
Norway,NO,2019,8,electric car,1.0
Norway,NO,2019,8,electric vehicle,0.0
Norway,NO,2019,9,BYD,0.0
Norway,NO,2019,9,EV charging,0.0
Norway,NO,2019,9,Tesla,34.6
Norway,NO,2019,9,electric car,1.0
Norway,NO,2019,9,electric vehicle,0.0
Norway,NO,2019,10,BYD,0.0
Norway,NO,2019,10,EV charging,0.0
Norway,NO,2019,10,Tesla,32.5
Norway,NO,2019,10,electric car,1.0
Norway,NO,2019,10,electric vehicle,0.0
Norway,NO,2019,11,BYD,0.0
Norway,NO,2019,11,EV charging,0.0
Norway,NO,2019,11,Tesla,59.25
Norway,NO,2019,11,electric car,1.0
Norway,NO,2019,11,electric vehicle,0.0
Norway,NO,2019,12,BYD,0.17
Norway,NO,2019,12,EV charging,0.0
Norway,NO,2019,12,Tesla,44.17
Norway,NO,2019,12,electric car,1.33
Norway,NO,2019,12,electric vehicle,0.0
Norway,NO,2020,1,BYD,0.0
Norway,NO,2020,1,Tesla,75.75
Norway,NO,2020,1,electric car,1.75
Norway,NO,2020,2,BYD,0.0
Norway,NO,2020,2,Tesla,78.75
Norway,NO,2020,2,electric car,2.0
Norway,NO,2020,3,BYD,0.2
Norway,NO,2020,3,Tesla,50.6
Norway,NO,2020,3,electric car,1.0
Norway,NO,2020,4,BYD,0.0
Norway,NO,2020,4,Tesla,49.25
Norway,NO,2020,4,electric car,0.75
Norway,NO,2020,5,BYD,1.6
Norway,NO,2020,5,Tesla,53.8
Norway,NO,2020,5,electric car,1.6
Norway,NO,2020,6,BYD,1.75
Norway,NO,2020,6,Tesla,63.75
Norway,NO,2020,6,electric car,1.25
Norway,NO,2020,7,BYD,2.75
Norway,NO,2020,7,Tesla,87.5
Norway,NO,2020,7,electric car,2.25
Norway,NO,2020,8,BYD,2.8
Norway,NO,2020,8,Tesla,68.8
Norway,NO,2020,8,electric car,1.8
Norway,NO,2020,9,BYD,1.75
Norway,NO,2020,9,Tesla,80.75
Norway,NO,2020,9,electric car,2.0
Norway,NO,2020,10,BYD,1.75
Norway,NO,2020,10,Tesla,75.0
Norway,NO,2020,10,electric car,2.0
Norway,NO,2020,11,BYD,1.4
Norway,NO,2020,11,Tesla,62.4
Norway,NO,2020,11,electric car,1.2
Norway,NO,2020,12,BYD,1.8
Norway,NO,2020,12,EV charging,0.0
Norway,NO,2020,12,Tesla,74.4
Norway,NO,2020,12,electric car,2.0
Norway,NO,2020,12,electric vehicle,0.0
Norway,NO,2021,1,BYD,2.0
Norway,NO,2021,1,EV charging,0.0
Norway,NO,2021,1,Tesla,80.8
Norway,NO,2021,1,electric car,2.0
Norway,NO,2021,1,electric vehicle,0.0
Norway,NO,2021,2,BYD,2.75
Norway,NO,2021,2,EV charging,0.0
Norway,NO,2021,2,Tesla,73.5
Norway,NO,2021,2,electric car,2.0
Norway,NO,2021,2,electric vehicle,0.0
Norway,NO,2021,3,BYD,1.5
Norway,NO,2021,3,EV charging,0.0
Norway,NO,2021,3,Tesla,67.5
Norway,NO,2021,3,electric car,1.75
Norway,NO,2021,3,electric vehicle,0.0
Norway,NO,2021,4,BYD,1.75
Norway,NO,2021,4,EV charging,0.0
Norway,NO,2021,4,Tesla,67.75
Norway,NO,2021,4,electric car,2.0
Norway,NO,2021,4,electric vehicle,0.0
Norway,NO,2021,5,BYD,1.4
Norway,NO,2021,5,EV charging,0.0
Norway,NO,2021,5,Tesla,64.4
Norway,NO,2021,5,electric car,2.0
Norway,NO,2021,5,electric vehicle,0.0
Norway,NO,2021,6,BYD,2.75
Norway,NO,2021,6,EV charging,0.0
Norway,NO,2021,6,Tesla,70.5
Norway,NO,2021,6,electric car,2.0
Norway,NO,2021,6,electric vehicle,0.0
Norway,NO,2021,7,BYD,2.5
Norway,NO,2021,7,EV charging,23.75
Norway,NO,2021,7,Tesla,88.5
Norway,NO,2021,7,electric car,2.75
Norway,NO,2021,7,electric vehicle,0.0
Norway,NO,2021,8,BYD,5.6
Norway,NO,2021,8,EV charging,0.0
Norway,NO,2021,8,Tesla,89.6
Norway,NO,2021,8,electric car,2.2
Norway,NO,2021,8,electric vehicle,0.0
Norway,NO,2021,9,BYD,7.25
Norway,NO,2021,9,EV charging,0.0
Norway,NO,2021,9,Tesla,85.0
Norway,NO,2021,9,electric car,2.0
Norway,NO,2021,9,electric vehicle,0.0
Norway,NO,2021,10,BYD,6.0
Norway,NO,2021,10,EV charging,20.0
Norway,NO,2021,10,Tesla,83.0
Norway,NO,2021,10,electric car,2.0
Norway,NO,2021,10,electric vehicle,0.0
Norway,NO,2021,11,BYD,5.25
Norway,NO,2021,11,EV charging,0.0
Norway,NO,2021,11,Tesla,74.0
Norway,NO,2021,11,electric car,1.75
Norway,NO,2021,11,electric vehicle,0.0
Norway,NO,2021,12,BYD,3.6
Norway,NO,2021,12,EV charging,0.0
Norway,NO,2021,12,Tesla,76.0
Norway,NO,2021,12,electric car,1.6
Norway,NO,2021,12,electric vehicle,0.0
Norway,NO,2022,1,BYD,5.0
Norway,NO,2022,1,EV charging,0.0
Norway,NO,2022,1,Tesla,78.0
Norway,NO,2022,1,electric car,1.8
Norway,NO,2022,1,electric vehicle,0.0
Norway,NO,2022,2,BYD,5.25
Norway,NO,2022,2,EV charging,0.0
Norway,NO,2022,2,Tesla,67.75
Norway,NO,2022,2,electric car,1.75
Norway,NO,2022,2,electric vehicle,0.0
Norway,NO,2022,3,BYD,5.5
Norway,NO,2022,3,EV charging,0.0
Norway,NO,2022,3,Tesla,82.5
Norway,NO,2022,3,electric car,2.25
Norway,NO,2022,3,electric vehicle,0.0
Norway,NO,2022,4,BYD,5.25
Norway,NO,2022,4,EV charging,36.75
Norway,NO,2022,4,Tesla,79.25
Norway,NO,2022,4,electric car,2.5
Norway,NO,2022,4,electric vehicle,0.0
Norway,NO,2022,5,BYD,4.8
Norway,NO,2022,5,EV charging,0.0
Norway,NO,2022,5,Tesla,75.8
Norway,NO,2022,5,electric car,2.0
Norway,NO,2022,5,electric vehicle,18.6
Norway,NO,2022,6,BYD,5.25
Norway,NO,2022,6,EV charging,0.0
Norway,NO,2022,6,Tesla,84.25
Norway,NO,2022,6,electric car,2.25
Norway,NO,2022,6,electric vehicle,0.0
Norway,NO,2022,7,BYD,6.2
Norway,NO,2022,7,EV charging,20.0
Norway,NO,2022,7,Tesla,89.6
Norway,NO,2022,7,electric car,2.6
Norway,NO,2022,7,electric vehicle,0.0
Norway,NO,2022,8,BYD,6.0
Norway,NO,2022,8,EV charging,24.75
Norway,NO,2022,8,Tesla,71.5
Norway,NO,2022,8,electric car,2.25
Norway,NO,2022,8,electric vehicle,0.0
Norway,NO,2022,9,BYD,5.5
Norway,NO,2022,9,EV charging,0.0
Norway,NO,2022,9,Tesla,63.75
Norway,NO,2022,9,electric car,1.75
Norway,NO,2022,9,electric vehicle,0.0
Norway,NO,2022,10,BYD,7.8
Norway,NO,2022,10,EV charging,0.0
Norway,NO,2022,10,Tesla,65.4
Norway,NO,2022,10,electric car,1.8
Norway,NO,2022,10,electric vehicle,0.0
Norway,NO,2022,11,BYD,6.75
Norway,NO,2022,11,EV charging,17.0
Norway,NO,2022,11,Tesla,64.5
Norway,NO,2022,11,electric car,1.5
Norway,NO,2022,11,electric vehicle,0.0
Norway,NO,2022,12,BYD,5.75
Norway,NO,2022,12,EV charging,0.0
Norway,NO,2022,12,Tesla,85.0
Norway,NO,2022,12,electric car,1.75
Norway,NO,2022,12,electric vehicle,0.0
Norway,NO,2023,1,BYD,3.8
Norway,NO,2023,1,EV charging,0.0
Norway,NO,2023,1,Tesla,77.6
Norway,NO,2023,1,electric car,1.0
Norway,NO,2023,1,electric vehicle,0.0
Norway,NO,2023,2,BYD,3.5
Norway,NO,2023,2,EV charging,0.0
Norway,NO,2023,2,Tesla,60.25
Norway,NO,2023,2,electric car,1.0
Norway,NO,2023,2,electric vehicle,0.0
Norway,NO,2023,3,BYD,2.75
Norway,NO,2023,3,EV charging,0.0
Norway,NO,2023,3,Tesla,60.5
Norway,NO,2023,3,electric car,1.0
Norway,NO,2023,3,electric vehicle,0.0
Norway,NO,2023,4,BYD,3.0
Norway,NO,2023,4,EV charging,0.0
Norway,NO,2023,4,Tesla,56.0
Norway,NO,2023,4,electric car,1.0
Norway,NO,2023,4,electric vehicle,0.0
Norway,NO,2023,5,BYD,3.0
Norway,NO,2023,5,EV charging,0.0
Norway,NO,2023,5,Tesla,50.75
Norway,NO,2023,5,electric car,1.0
Norway,NO,2023,5,electric vehicle,25.0
Norway,NO,2023,6,BYD,2.75
Norway,NO,2023,6,EV charging,0.0
Norway,NO,2023,6,Tesla,54.5
Norway,NO,2023,6,electric car,1.25
Norway,NO,2023,6,electric vehicle,0.0
Norway,NO,2023,7,BYD,3.2
Norway,NO,2023,7,EV charging,17.8
Norway,NO,2023,7,Tesla,63.2
Norway,NO,2023,7,electric car,1.4
Norway,NO,2023,7,electric vehicle,0.0
Norway,NO,2023,8,BYD,3.25
Norway,NO,2023,8,EV charging,17.5
Norway,NO,2023,8,Tesla,49.25
Norway,NO,2023,8,electric car,1.0
Norway,NO,2023,8,electric vehicle,21.0
Norway,NO,2023,9,BYD,3.5
Norway,NO,2023,9,EV charging,0.0
Norway,NO,2023,9,Tesla,48.0
Norway,NO,2023,9,electric car,1.25
Norway,NO,2023,9,electric vehicle,0.0
Norway,NO,2023,10,BYD,4.0
Norway,NO,2023,10,EV charging,0.0
Norway,NO,2023,10,Tesla,49.4
Norway,NO,2023,10,electric car,1.0
Norway,NO,2023,10,electric vehicle,0.0
Norway,NO,2023,11,BYD,4.0
Norway,NO,2023,11,EV charging,0.0
Norway,NO,2023,11,Tesla,43.75
Norway,NO,2023,11,electric car,1.0
Norway,NO,2023,11,electric vehicle,0.0
Norway,NO,2023,12,BYD,5.33
Norway,NO,2023,12,EV charging,0.0
Norway,NO,2023,12,Tesla,54.0
Norway,NO,2023,12,electric car,1.5
Norway,NO,2023,12,electric vehicle,0.0
Norway,NO,2024,1,BYD,8.0
